@RELATION <40-flow-features>

@ATTRIBUTE srcip STRING
@ATTRIBUTE srcport NUMERIC
@ATTRIBUTE dstip STRING
@ATTRIBUTE dstport NUMERIC
@ATTRIBUTE proto NUMERIC
@ATTRIBUTE total_fpackets NUMERIC
@ATTRIBUTE total_fvolume NUMERIC
@ATTRIBUTE total_bpackets NUMERIC
@ATTRIBUTE total_bvolume NUMERIC
@ATTRIBUTE min_fpktl NUMERIC
@ATTRIBUTE mean_fpktl NUMERIC
@ATTRIBUTE max_fpktl NUMERIC
@ATTRIBUTE std_fpktl NUMERIC
@ATTRIBUTE min_bpktl NUMERIC
@ATTRIBUTE mean_bpktl NUMERIC
@ATTRIBUTE max_bpktl NUMERIC
@ATTRIBUTE std_bpktl NUMERIC
@ATTRIBUTE min_fiat NUMERIC
@ATTRIBUTE mean_fiat NUMERIC
@ATTRIBUTE max_fiat NUMERIC
@ATTRIBUTE std_fiat NUMERIC
@ATTRIBUTE min_biat NUMERIC
@ATTRIBUTE mean_biat NUMERIC
@ATTRIBUTE max_biat NUMERIC
@ATTRIBUTE std_biat NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE min_active NUMERIC
@ATTRIBUTE mean_active NUMERIC
@ATTRIBUTE max_active NUMERIC
@ATTRIBUTE std_active NUMERIC
@ATTRIBUTE min_idle NUMERIC
@ATTRIBUTE mean_idle NUMERIC
@ATTRIBUTE max_idle NUMERIC
@ATTRIBUTE std_idle NUMERIC
@ATTRIBUTE sflow_fpackets NUMERIC
@ATTRIBUTE sflow_fbytes NUMERIC
@ATTRIBUTE sflow_bpackets NUMERIC
@ATTRIBUTE sflow_bbytes NUMERIC
@ATTRIBUTE fpsh_cnt NUMERIC
@ATTRIBUTE bpsh_cnt NUMERIC
@ATTRIBUTE furg_cnt NUMERIC
@ATTRIBUTE burg_cnt NUMERIC
@ATTRIBUTE total_fhlen NUMERIC
@ATTRIBUTE total_bhlen NUMERIC

@DATA
192.168.1.240,43255,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,159,159,159,0,105,105,105,0,2411,2411,2411,2411,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,51863,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,164,164,164,0,108,108,108,0,2419,2419,2419,2419,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,59876,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,142,142,142,0,108,108,108,0,2295,2295,2295,2295,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.241,44032,195.154.179.238,443,6,12,1361,10,4774,52,113,343,110,52,477,1496,604,429,157956,369968,163555,85,158984,411167,179097,1737522,1737522,1737522,1737522,0,0,0,0,0,12,1361,10,4774,4,3,0,0,632,528
192.168.1.193,3341,192.168.1.223,49153,6,5,464,5,461,52,92,248,86,52,92,245,85,83,4407,8479,4317,67,4463,12930,5932,19211,19211,19211,19211,0,0,0,0,0,5,464,5,461,1,1,0,0,268,268
192.168.1.193,3342,192.168.1.223,49153,6,5,466,5,461,52,93,250,87,52,92,245,85,84,2275,5132,2166,57,2213,3642,1575,9824,9824,9824,9824,0,0,0,0,0,5,466,5,461,1,1,0,0,268,268
192.168.1.193,3883,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,4241,6156,8837,1952,402,6733,15229,7471,30112,30112,30112,30112,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3884,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,4914,6940,11137,2891,59,6979,16681,8298,29831,29831,29831,29831,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3346,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,38,6686,14364,5577,62,6415,20336,8641,41031,41031,41031,41031,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3348,192.168.1.223,49153,6,6,472,5,506,52,78,204,61,52,101,290,105,67,25298,115668,50571,661,31119,112654,54409,128542,128542,128542,128542,0,0,0,0,0,6,472,5,506,1,1,0,0,320,268
192.168.1.193,3350,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,63,5858,13004,4610,65,6494,18400,9005,40035,40035,40035,40035,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3352,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,51,6725,27523,10409,70,6339,17918,8744,41533,41533,41533,41533,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3354,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,67,2513,8904,3355,60,2662,7772,2945,16796,16796,16796,16796,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.223,4377,192.168.1.193,49154,6,7,699,6,513,52,99,239,80,52,85,245,78,69,37508,188685,74534,3948,43460,142975,57746,225052,225052,225052,225052,0,0,0,0,0,7,699,6,513,2,1,0,0,372,320
192.168.1.223,4376,192.168.1.193,49154,6,7,691,6,513,52,98,239,78,52,85,245,78,68,37536,184547,72771,4758,43674,139403,55693,225220,225220,225220,225220,0,0,0,0,0,7,691,6,513,2,1,0,0,372,320
192.168.1.223,4378,192.168.1.193,49154,6,7,691,6,513,52,98,239,78,52,85,245,78,68,2876,5875,2431,75,3856,9232,3393,23410,23410,23410,23410,0,0,0,0,0,7,691,6,513,2,1,0,0,372,320
192.168.1.223,4379,192.168.1.193,49154,6,7,784,6,513,52,112,277,100,52,85,245,78,562,4483,15094,5513,2473,4621,6141,1431,27187,27187,27187,27187,0,0,0,0,0,7,784,6,513,2,1,0,0,372,320
192.168.1.193,3353,192.168.1.223,49153,6,6,474,5,506,52,79,206,62,52,101,290,105,924,236542,1013125,439433,21893,294607,973032,455346,1182714,1182714,1182714,1182714,0,0,0,0,0,6,474,5,506,1,1,0,0,320,268
192.168.1.223,4380,192.168.1.193,49154,6,7,764,6,513,52,109,257,95,52,85,245,78,82,2924,9813,3601,1538,1991,3259,713,18009,18009,18009,18009,0,0,0,0,0,7,764,6,513,2,1,0,0,372,320
192.168.1.166,49045,192.168.1.1,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,323,323,323,323,0,0,0,0,0,1,65,1,81,0,0,0,0,28,20
192.168.1.240,53659,192.168.1.1,53,17,1,74,1,312,74,74,74,0,312,312,312,0,0,0,0,0,0,0,0,0,167411,167411,167411,167411,0,0,0,0,0,1,74,1,312,0,0,0,0,28,20
192.168.1.227,36023,192.168.1.1,53,17,1,61,1,515,61,61,61,0,515,515,515,0,0,0,0,0,0,0,0,0,211117,211117,211117,211117,0,0,0,0,0,1,61,1,515,0,0,0,0,28,20
192.168.1.227,60948,94.125.129.7,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,284248,284248,284248,284248,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.240,40325,206.108.0.131,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,213776,213776,213776,213776,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.193,3698,192.168.1.249,49152,6,6,506,5,1438,52,84,238,75,52,287,1222,522,70,4430,9958,4229,69,4848,11108,5334,26799,26799,26799,26799,0,0,0,0,0,6,506,5,1438,1,1,0,0,320,268
192.168.1.193,4598,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,53,6487,16282,6449,75,6418,23862,9457,41727,41727,41727,41727,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4600,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,76,4246,8231,3278,78,3525,9319,3870,26359,26359,26359,26359,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3703,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,3459,5672,11609,3961,1352,5850,12619,5224,24538,24538,24538,24538,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4603,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,60,4824,8561,4089,71,4778,13086,6117,29756,29756,29756,29756,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4605,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,63,5649,19424,7225,42,5641,21926,8586,34634,34634,34634,34634,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.177,138,192.168.1.255,138,17,2,480,0,0,237,240,243,4,-1,-1,-1,0,410,410,410,0,0,0,0,0,410,410,410,410,0,0,0,0,0,2,480,0,0,0,0,0,0,48,0
192.168.1.223,3682,192.168.1.193,3222,17,2,672,0,0,336,336,336,0,-1,-1,-1,0,108083,108083,108083,0,0,0,0,0,108083,108083,108083,108083,0,0,0,0,0,2,672,0,0,0,0,0,0,48,0
192.168.1.223,3681,192.168.1.193,3222,17,18,6048,0,0,336,336,336,0,-1,-1,-1,0,153,91356,111882,39542,0,0,0,0,616002924,106060,237527,326238,117576,131783538,153703821,166836389,15727199,3,1209,0,0,0,0,0,0,368,0
192.168.1.240,34275,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,144,144,144,0,105,105,105,0,2018,2018,2018,2018,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,47356,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,968,968,968,0,802,802,802,0,2643,2643,2643,2643,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,56989,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,157,157,157,0,109,109,109,0,2316,2316,2316,2316,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.166,40594,89.30.121.150,80,6,6,502,3,490,52,83,234,73,52,163,378,185,908,168461,287317,152084,278374,283350,288326,7037,842307,842307,842307,842307,0,0,0,0,0,6,502,3,490,1,1,0,0,320,164
192.168.1.166,40595,89.30.121.150,80,6,7,644,5,1897,52,92,324,102,52,379,1500,631,181,148261,324990,158559,57,153486,314133,170879,889566,889566,889566,889566,0,0,0,0,0,7,644,5,1897,1,1,0,0,372,268
192.168.1.166,40596,89.30.121.150,80,6,6,541,3,429,52,90,273,89,52,143,317,150,845,170237,296449,154029,278269,287756,297244,13417,851188,851188,851188,851188,0,0,0,0,0,6,541,3,429,1,1,0,0,320,164
192.168.1.193,3708,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,4499,6822,8634,1917,61,6825,14949,7588,28144,28144,28144,28144,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3710,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,2118,6684,12446,4578,69,6622,18177,8467,27589,27589,27589,27589,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4608,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,42,6449,17698,6423,55,5860,22156,8593,39458,39458,39458,39458,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3712,192.168.1.249,49152,6,6,506,5,1438,52,84,238,75,52,287,1222,522,52,9062,27268,11755,66,11456,32701,15258,46740,46740,46740,46740,0,0,0,0,0,6,506,5,1438,1,1,0,0,320,268
192.168.1.193,3713,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,73,4860,12212,5532,51,4634,12971,6087,20284,20284,20284,20284,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4614,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,347,3378,8434,3191,69,3373,13235,5076,21059,21059,21059,21059,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4615,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,941,7557,12189,4765,33,7193,22882,10130,47847,47847,47847,47847,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4617,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,62,2377,7528,2775,57,4630,20693,8019,28622,28622,28622,28622,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.196,4575,192.168.1.1,53,17,1,58,1,512,58,58,58,0,512,512,512,0,0,0,0,0,0,0,0,0,4373,4373,4373,4373,0,0,0,0,0,1,58,1,512,0,0,0,0,28,20
192.168.1.196,4574,121.0.0.42,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,14944,14944,14944,14944,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.227,40726,192.168.1.1,53,17,1,66,1,404,66,66,66,0,404,404,404,0,0,0,0,0,0,0,0,0,8766,8766,8766,8766,0,0,0,0,0,1,66,1,404,0,0,0,0,28,20
192.168.1.240,42173,72.21.207.120,443,6,17,3659,14,5319,40,215,1500,370,40,379,1500,608,95,85342,261704,100999,80,89962,315469,122233,17957758,0,438177,1241501,696656,1145303,8321613,15497923,10148834,5,1219,4,1773,4,6,0,0,700,568
192.168.1.112,25587,192.168.1.1,53,17,1,64,1,318,64,64,64,0,318,318,318,0,0,0,0,0,0,0,0,0,416,416,416,416,0,0,0,0,0,1,64,1,318,0,0,0,0,28,20
192.168.1.177,60809,192.168.1.1,53,17,1,62,1,78,62,62,62,0,78,78,78,0,0,0,0,0,0,0,0,0,349,349,349,349,0,0,0,0,0,1,62,1,78,0,0,0,0,28,20
192.168.1.177,46652,192.168.1.1,53,17,1,64,1,64,64,64,64,0,64,64,64,0,0,0,0,0,0,0,0,0,295,295,295,295,0,0,0,0,0,1,64,1,64,0,0,0,0,28,20
192.168.1.177,40731,192.168.1.1,53,17,1,66,1,66,66,66,66,0,66,66,66,0,0,0,0,0,0,0,0,0,343,343,343,343,0,0,0,0,0,1,66,1,66,0,0,0,0,28,20
192.168.1.177,43405,192.168.1.1,53,17,1,62,1,134,62,62,62,0,134,134,134,0,0,0,0,0,0,0,0,0,3051,3051,3051,3051,0,0,0,0,0,1,62,1,134,0,0,0,0,28,20
192.168.1.177,48220,192.168.1.1,53,17,1,68,1,68,68,68,68,0,68,68,68,0,0,0,0,0,0,0,0,0,303,303,303,303,0,0,0,0,0,1,68,1,68,0,0,0,0,28,20
192.168.1.249,60489,192.168.1.1,53,17,1,69,1,485,69,69,69,0,485,485,485,0,0,0,0,0,0,0,0,0,19931,19931,19931,19931,0,0,0,0,0,1,69,1,485,0,0,0,0,28,20
192.168.1.166,40597,89.30.121.150,80,6,6,502,3,490,52,83,234,73,52,163,378,185,820,168687,288338,152267,278661,283877,289093,7376,843436,843436,843436,843436,0,0,0,0,0,6,502,3,490,1,1,0,0,320,164
192.168.1.166,40598,89.30.121.150,80,6,7,645,5,1905,52,92,325,102,52,381,1500,630,214,150423,340874,162744,60,156703,318681,166380,902538,902538,902538,902538,0,0,0,0,0,7,645,5,1905,1,1,0,0,372,268
192.168.1.249,58005,192.168.1.1,53,17,2,120,2,528,60,60,60,0,262,264,266,2,141,141,141,0,138568,138568,138568,0,142125,142125,142125,142125,0,0,0,0,0,2,120,2,528,0,0,0,0,48,40
192.168.1.227,43708,54.254.250.149,50443,6,72,8620,39,7900,52,119,606,82,52,202,1500,323,65,164675,783998,158321,90,125481,311335,120440,6000969544,0,210311,1175047,275173,1568000,193362566,236006172,88480889,2,269,1,246,40,31,0,0,3752,2060
192.168.1.143,25067,52.76.46.19,8089,17,1,41,0,0,41,41,41,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,28,0
192.168.1.143,25067,52.76.40.177,3478,17,1,56,1,96,56,56,56,0,96,96,96,0,0,0,0,0,0,0,0,0,119962,119962,119962,119962,0,0,0,0,0,1,56,1,96,0,0,0,0,28,20
192.168.1.143,25068,52.76.46.19,3478,17,16,896,0,0,56,56,56,0,-1,-1,-1,0,15954,94920,239982,90361,0,0,0,0,1423809,1423809,1423809,1423809,0,0,0,0,0,16,896,0,0,0,0,0,0,328,0
192.168.1.143,25067,52.76.46.19,3478,17,1,56,1,96,56,56,56,0,96,96,96,0,0,0,0,0,0,0,0,0,120160,120160,120160,120160,0,0,0,0,0,1,56,1,96,0,0,0,0,28,20
192.168.1.143,25067,149.171.37.162,25067,17,7,392,0,0,56,56,56,0,-1,-1,-1,0,203894,213196,259155,22515,0,0,0,0,1279177,1279177,1279177,1279177,0,0,0,0,0,7,392,0,0,0,0,0,0,148,0
192.168.1.166,53322,89.30.121.150,80,6,6,541,3,429,52,90,273,89,52,143,317,150,842,170976,295349,152459,283086,289629,296172,9253,854883,854883,854883,854883,0,0,0,0,0,6,541,3,429,1,1,0,0,320,164
192.168.1.193,4891,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,85,4216,11972,5390,107,4506,11579,5098,18988,18988,18988,18988,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4893,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,54,6618,10018,4496,76,6636,13112,6929,27857,27857,27857,27857,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4894,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,3391,8146,10815,3380,209,7743,19502,9297,33576,33576,33576,33576,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4897,192.168.1.249,49152,6,6,506,5,1438,52,84,238,75,52,287,1222,522,122,3545,6633,2545,454,4579,10027,4706,19542,19542,19542,19542,0,0,0,0,0,6,506,5,1438,1,1,0,0,320,268
192.168.1.193,4158,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,509,5692,15455,5189,66,6254,14840,6360,38748,38748,38748,38748,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4159,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,81,6501,15883,5156,50,6353,15116,6487,42212,42212,42212,42212,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4160,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,76,6347,12588,4342,82,6026,16485,6386,38811,38811,38811,38811,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4161,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,59,3290,8273,2875,71,3264,8888,4098,20392,20392,20392,20392,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.166,50410,192.168.1.1,53,17,1,65,1,270,65,65,65,0,270,270,270,0,0,0,0,0,0,0,0,0,284077,284077,284077,284077,0,0,0,0,0,1,65,1,270,0,0,0,0,28,20
192.168.1.166,53323,89.30.121.150,80,6,8,2271,5,558,52,283,1500,499,52,111,317,115,63,169521,350929,158672,64373,227729,284537,108931,1186647,1186647,1186647,1186647,0,0,0,0,0,8,2271,5,558,2,2,0,0,424,268
192.168.1.143,44676,52.74.148.203,80,6,6,360,5,507,40,60,148,43,40,101,335,130,66,48871,123367,66790,103,61002,121400,69364,363836,363836,363836,363836,0,0,0,0,0,6,360,5,507,1,1,0,0,252,212
192.168.1.143,43037,192.168.1.1,53,17,1,72,1,439,72,72,72,0,439,439,439,0,0,0,0,0,0,0,0,0,8992,8992,8992,8992,0,0,0,0,0,1,72,1,439,0,0,0,0,28,20
192.168.1.240,58902,72.21.192.213,123,17,6,456,6,456,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,256032650,216493,216521,216614,45,50054478,50946703,53055674,1247581,1,76,1,76,0,0,0,0,128,120
192.168.1.240,43902,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,159,159,159,0,106,106,106,0,2014,2014,2014,2014,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,36916,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,162,162,162,0,115,115,115,0,2450,2450,2450,2450,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,59934,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,162,162,162,0,106,106,106,0,2393,2393,2393,2393,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.177,59792,176.31.232.79,443,6,12,1465,12,5435,52,122,394,129,52,452,1500,597,386,216274,495349,220084,68,220095,444694,210469,67511797,386628,1274339,2162050,1255412,64963119,64963119,64963119,0,6,732,6,2717,3,5,0,0,632,632
192.168.1.223,3683,192.168.1.1,53,17,2,135,2,632,60,67,75,10,203,316,429,159,8579,8579,8579,0,1785,1785,1785,0,8901,8901,8901,8901,0,0,0,0,0,2,135,2,632,0,0,0,0,48,40
192.168.1.193,4903,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,2986,9437,15323,5299,76,8140,18129,9067,42368,42368,42368,42368,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4164,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,78,7968,20049,7746,69,6527,25028,10106,50569,50569,50569,50569,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4166,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,50,7232,18609,8059,57,6571,30929,12305,44576,44576,44576,44576,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4908,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,1850,3756,4935,1412,77,3785,7318,3779,16168,16168,16168,16168,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4170,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,80,5346,12306,5174,47,5332,14650,6932,32831,32831,32831,32831,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4171,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,48,2970,12485,4814,56,2980,9134,3517,18716,18716,18716,18716,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.241,43178,203.100.61.10,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,50726,50726,50726,50726,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.240,54201,131.107.13.100,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,166661,166661,166661,166661,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.240,36073,198.38.16.1,123,17,48,3648,48,3648,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,13214463231,220494,237270,241364,5234,50264100,280916473,329231570,88759571,1,76,1,76,0,0,0,0,968,960
192.168.1.193,4465,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,3748,6061,9175,2302,62,7040,18062,8417,30185,30185,30185,30185,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4484,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1644,6571,12068,4595,65,6412,17561,8301,40469,40469,40469,40469,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4467,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,4840,12578,21516,6944,56,12261,29834,14120,51334,51334,51334,51334,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4469,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,7219,14155,25151,7813,194,13886,29861,15607,58954,58954,58954,58954,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4488,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,77,7016,19459,8233,54,7739,36782,14410,47921,47921,47921,47921,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4473,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,1397,6731,18126,7837,68,8426,19814,9462,36733,36733,36733,36733,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4490,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,147,6994,14960,5236,59,7124,23391,10043,44779,44779,44779,44779,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4492,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,28,5503,16722,7230,55,5593,19564,7962,37517,37517,37517,37517,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.249,40230,104.98.5.24,80,6,6,552,4,529,52,92,284,94,52,132,365,155,739,42023,202235,89569,3048,68688,198495,112418,210117,210117,210117,210117,0,0,0,0,0,6,552,4,529,1,1,0,0,320,216
192.168.1.240,56171,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,148,148,148,0,135,135,135,0,2376,2376,2376,2376,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,55503,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,153,153,153,0,106,106,106,0,2325,2325,2325,2325,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,48755,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,173,173,173,0,109,109,109,0,2332,2332,2332,2332,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.177,138,192.168.1.255,138,17,2,480,0,0,237,240,243,4,-1,-1,-1,0,562,562,562,0,0,0,0,0,562,562,562,562,0,0,0,0,0,2,480,0,0,0,0,0,0,48,0
192.168.1.166,49535,192.168.1.1,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,306,306,306,306,0,0,0,0,0,1,65,1,81,0,0,0,0,28,20
192.168.1.166,40645,192.168.1.1,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,311,311,311,311,0,0,0,0,0,1,65,1,81,0,0,0,0,28,20
192.168.1.166,34836,192.168.1.1,53,17,1,65,1,81,65,65,65,0,81,81,81,0,0,0,0,0,0,0,0,0,319,319,319,319,0,0,0,0,0,1,65,1,81,0,0,0,0,28,20
192.168.1.196,4577,192.168.1.1,53,17,1,58,1,528,58,58,58,0,528,528,528,0,0,0,0,0,0,0,0,0,4608,4608,4608,4608,0,0,0,0,0,1,58,1,528,0,0,0,0,28,20
192.168.1.196,4576,5.148.175.134,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,294746,294746,294746,294746,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.240,40911,192.168.1.1,53,17,1,74,1,312,74,74,74,0,312,312,312,0,0,0,0,0,0,0,0,0,166240,166240,166240,166240,0,0,0,0,0,1,74,1,312,0,0,0,0,28,20
192.168.1.193,4496,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,57,4575,14871,6027,42,5422,14813,6969,33797,33797,33797,33797,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4498,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,56,6761,12765,5405,62,6609,20952,9069,43519,43519,43519,43519,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
